CANAL;COMENTARIO
CONOCE-AQUI;ñljñl
CONOCE-AQUI;BUENO
CONOCE-AQUI;.
CONOCE-AQUI;BIEN
CONOCE-AQUI;BIEN
CONOCE-AQUI;La atención es buena
CONOCE-AQUI;C CV
CONOCE-AQUI;buena
CONOCE-AQUI;"ok
"
CONOCE-AQUI;SDDSD
CONOCE-AQUI;.
CONOCE-AQUI;Bien
CONOCE-AQUI;a
CONOCE-AQUI;VY
CONOCE-AQUI;buen servicio
CONOCE-AQUI;Práctico.
CONOCE-AQUI;bien
CONOCE-AQUI;genial
CONOCE-AQUI;GRACIAS
CONOCE-AQUI;JI
CONOCE-AQUI;MMM
CONOCE-AQUI;"OK
"
CONOCE-AQUI;BIEN
CONOCE-AQUI;DERREPENTE AÑADIR UN POCO MAS DE TIEMPO PARA DOCUMENTO EXTENSOS
CONOCE-AQUI;Gracias.
CONOCE-AQUI;ok
CONOCE-AQUI;"OK
"
CONOCE-AQUI;"muy buen servicio
"
CONOCE-AQUI;fabuloso
CONOCE-AQUI;Excelente
CONOCE-AQUI;.
CONOCE-AQUI;nbm
CONOCE-AQUI;ok
CONOCE-AQUI;OK
CONOCE-AQUI;DSDSASDF
CONOCE-AQUI;Ok
CONOCE-AQUI;Ver todos los asientos, no puedo ver o no se ver
CONOCE-AQUI;tttt
CONOCE-AQUI;BUEN SERVICIO
CONOCE-AQUI;.holaaaaaaa
VISOR-GRAFICO;el tiempo de espera, en fin aun asi es muy util, gracias...!!!
VISOR-GRAFICO;A
VISOR-GRAFICO;No visualiza nada de la base grafica
VISOR-GRAFICO;muy buen servicio
VISOR-GRAFICO;LENTO
VISOR-GRAFICO;SE RECOMIENDA COLOCAR QUE APREZCA TODO EL CUADRO DE DATOS, AL MOMENTO QUE SELECCIONAMOS UN PREDIO
VISOR-GRAFICO;ME PARECIO MUY UTIL.
VISOR-GRAFICO;Esta muy lento el sistema 
VISOR-GRAFICO;la leyenda debe ser mas detallado, hay plabras que no son faciles de entender como WGS84
VISOR-GRAFICO;MAS INTENTOS
VISOR-GRAFICO;excelente
CONOCE-AQUI;----
CONOCE-AQUI;kp
CONOCE-AQUI;ok
CONOCE-AQUI;bien 
CONOCE-AQUI;Iwkwk
CONOCE-AQUI;BIEN. 
CONOCE-AQUI;Sería interesante si muestra la partida registral completa y para imprimir 
CONOCE-AQUI;eXCELENTE.
CONOCE-AQUI;A1
CONOCE-AQUI;"
.."
CONOCE-AQUI;BIEN
CONOCE-AQUI;DSFGH
CONOCE-AQUI;bien
CONOCE-AQUI;.yy
CONOCE-AQUI;muy buena informacion
CONOCE-AQUI;22
CONOCE-AQUI;MAS TIEMPO PRA VISUALIZAR LA PAGINA
CONOCE-AQUI;SI YA ES VIRTUAL XQ NO SE PUEDE IMPRIMIR ???, YA NO HAY COSTO DE HOJA NI DE IMPRESION, ESO LO ASUME EL USUARIO
CONOCE-AQUI;dfgkwW
CONOCE-AQUI;F
CONOCE-AQUI;vd
CONOCE-AQUI;1
CONOCE-AQUI;sdfg
CONOCE-AQUI;excelente servicio
CONOCE-AQUI;buena
CONOCE-AQUI;rápido, segura y eficiente
CONOCE-AQUI;BFGFHG
CONOCE-AQUI;Todo muy bien gracias
CONOCE-AQUI;ERFT
CONOCE-AQUI;0i
CONOCE-AQUI;ok
CONOCE-AQUI;BIEN
CONOCE-AQUI;hay docuemento que no se visualizan
CONOCE-AQUI;se podria aCTIVAR UNA NOTIFICACION EN EL ORDENADOR CUANDO TE FALTE UNOS MINUTOS PARA QUE SE CIERRE LA SESION
CONOCE-AQUI;x
CONOCE-AQUI;ok
CONOCE-AQUI;POQUITO TIEMPO
CONOCE-AQUI;BUENASO
CONOCE-AQUI;.
CONOCE-AQUI;OK
CONOCE-AQUI;"OK

"
CONOCE-AQUI;EXC
CONOCE-AQUI;No sé puede visualizar documento
CONOCE-AQUI;agil
CONOCE-AQUI;"perfecto
"
CONOCE-AQUI;GRACIUAS
CONOCE-AQUI;NO SE PUEDE IMPRIMIR
CONOCE-AQUI;yes
CONOCE-AQUI;a
CONOCE-AQUI;buneo
CONOCE-AQUI;FFFF
CONOCE-AQUI;ok
CONOCE-AQUI;ok
CONOCE-AQUI;ok
CONOCE-AQUI;.
CONOCE-AQUI;LIKE
CONOCE-AQUI;muy pocas veces puedo entrar
CONOCE-AQUI;Gracias. 
CONOCE-AQUI;.
CONOCE-AQUI;Ok
CONOCE-AQUI;JHMJH
CONOCE-AQUI;A
CONOCE-AQUI;OK
CONOCE-AQUI;"excelnete
"
CONOCE-AQUI;Ahora si pude ver todo de las tres partidas, ayer no, no se podía acceder, gracias 
CONOCE-AQUI;muy pocas visualizaciones
CONOCE-AQUI;ok
CONOCE-AQUI;.
CONOCE-AQUI;.
CONOCE-AQUI;"NO SALE LA HOJA DE RESUMEN
"
CONOCE-AQUI;adsas
CONOCE-AQUI;Ok
CONOCE-AQUI;1
CONOCE-AQUI;Ggh
CONOCE-AQUI;OK
CONOCE-AQUI;buena informacion
CONOCE-AQUI;"PERFECTO
"
CONOCE-AQUI;D
VISOR-GRAFICO;Gracias
VISOR-GRAFICO;muy buena 
VISOR-GRAFICO;g
VISOR-GRAFICO;muy bien
VISOR-GRAFICO;BUENO
VISOR-GRAFICO;QUE SE PUEDA VISUALIZAR EL NOMBRE Y UN APELLIDO DEL TITULAR
CONOCE-AQUI;ok
CONOCE-AQUI;BIEN
CONOCE-AQUI;BUENO
CONOCE-AQUI;OK
CONOCE-AQUI;OK GRACIAS
CONOCE-AQUI;GDBRT
CONOCE-AQUI;Z
CONOCE-AQUI;ok
CONOCE-AQUI;gg
CONOCE-AQUI;OK
CONOCE-AQUI;.
CONOCE-AQUI;.
CONOCE-AQUI;OK
CONOCE-AQUI;ok
CONOCE-AQUI;.
CONOCE-AQUI;JJ
CONOCE-AQUI;EXCELENTE APLICATIVO
CONOCE-AQUI;ok
CONOCE-AQUI;OK
CONOCE-AQUI;MLMLL
CONOCE-AQUI;Excelente, de mucha ayuda
CONOCE-AQUI;"EXCELENTE
"
CONOCE-AQUI;Excelente
CONOCE-AQUI;excelente
CONOCE-AQUI;Deberia poder grabarse las partidas en un archivo
CONOCE-AQUI;s
CONOCE-AQUI;OK
CONOCE-AQUI;OK
CONOCE-AQUI;MAS ACCESO
CONOCE-AQUI;OK
CONOCE-AQUI;descarga de archivos no activo
CONOCE-AQUI;F
CONOCE-AQUI;BUENA PLATAFORMA, PRACTICA Y RAPIDA
CONOCE-AQUI;mejor
CONOCE-AQUI;BIEN
CONOCE-AQUI;bueno
CONOCE-AQUI;a
CONOCE-AQUI;xd
CONOCE-AQUI;EXCELENTE 
CONOCE-AQUI;OKI
CONOCE-AQUI;OK
CONOCE-AQUI;good
CONOCE-AQUI;DEBERIA PODER IMPRIMIR DE FORMA GRATUITA
CONOCE-AQUI;ADAWA
CONOCE-AQUI;.
CONOCE-AQUI;h
CONOCE-AQUI;Muy bueno pero que sean mas minutos p
CONOCE-AQUI;ok
CONOCE-AQUI;bien
CONOCE-AQUI;ok
CONOCE-AQUI;MAS TIEMPO
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;v
CONOCE-AQUI;333
CONOCE-AQUI;Muy bueno
CONOCE-AQUI;"ok
"
CONOCE-AQUI;.
CONOCE-AQUI;ok
CONOCE-AQUI;AA
CONOCE-AQUI;"BIEN
"
CONOCE-AQUI;Ok
CONOCE-AQUI;A
CONOCE-AQUI;EXC
CONOCE-AQUI;vamos perú!!!! orgullosa de mi país!!!
CONOCE-AQUI;todo ok
CONOCE-AQUI;Favor crear la opción para poder imprimir la partida
CONOCE-AQUI;excelente
CONOCE-AQUI;bien
CONOCE-AQUI;F
CONOCE-AQUI;debe permitir descargar como pdf.
CONOCE-AQUI;Todo bien
CONOCE-AQUI;ok
CONOCE-AQUI;OKEY
CONOCE-AQUI;BIEN.
CONOCE-AQUI;mmm
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;MUY BUENA
CONOCE-AQUI;".
"
CONOCE-AQUI;"excelente
"
CONOCE-AQUI;mejorar el diseño de la IU para que sea más amigable al usuario.
CONOCE-AQUI;gracias por el servicio
CONOCE-AQUI;SD
CONOCE-AQUI;EXELENTE
CONOCE-AQUI;Hh
CONOCE-AQUI;OK
CONOCE-AQUI;A
CONOCE-AQUI;OK
CONOCE-AQUI;N
CONOCE-AQUI;SI
CONOCE-AQUI;BIEN
VISOR-GRAFICO;FELICITACIONES
VISOR-GRAFICO;actualizar su base grafica registral y transformar todos los que se ubican en psad 56 a wgs84
CONOCE-AQUI;www
CONOCE-AQUI;dew
CONOCE-AQUI;cew
CONOCE-AQUI;-...ñ-.-.-
CONOCE-AQUI;perfecto
CONOCE-AQUI;bien
CONOCE-AQUI;XDDD
CONOCE-AQUI;X
CONOCE-AQUI;lindo
CONOCE-AQUI;BIEN
CONOCE-AQUI;BIEN
CONOCE-AQUI;MO
CONOCE-AQUI;n
CONOCE-AQUI;lkhkjhb
CONOCE-AQUI;OK
CONOCE-AQUI;BUENO
CONOCE-AQUI;GENIAL
CONOCE-AQUI;OK
CONOCE-AQUI;OK
CONOCE-AQUI;"BIEN
"
CONOCE-AQUI;d
CONOCE-AQUI;SI
CONOCE-AQUI;OK
CONOCE-AQUI;-
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;OK
CONOCE-AQUI;x
CONOCE-AQUI;mas tiempo por favor
CONOCE-AQUI;muy buena pagina que nos ayuda mucho al mostrarnos las partidas, muy util
CONOCE-AQUI;.XF
CONOCE-AQUI;FALTA MAS ASIENTOS DE LA PARTIDA
CONOCE-AQUI;9
CONOCE-AQUI;MUY BUENO
CONOCE-AQUI;BUENO
CONOCE-AQUI;GG
CONOCE-AQUI;SSSSS
CONOCE-AQUI;c
CONOCE-AQUI;Gracias!
CONOCE-AQUI;hh
CONOCE-AQUI;Bien 
CONOCE-AQUI;JHVBJN
CONOCE-AQUI;OK
CONOCE-AQUI;excelente servicio
CONOCE-AQUI;qwe
CONOCE-AQUI;excelente servicio
CONOCE-AQUI;"EXCELENTE
"
CONOCE-AQUI;ok
CONOCE-AQUI;muy buena
CONOCE-AQUI;JJYT
CONOCE-AQUI;ok
CONOCE-AQUI;nada
CONOCE-AQUI;ok
CONOCE-AQUI;excelente plataforma.
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;ok
CONOCE-AQUI;OK
CONOCE-AQUI;si
CONOCE-AQUI;"excelente
"
CONOCE-AQUI;fabuloso
CONOCE-AQUI;OK
CONOCE-AQUI;.................
CONOCE-AQUI;1
CONOCE-AQUI;muchas gracias
CONOCE-AQUI;SD
CONOCE-AQUI;1234
CONOCE-AQUI;kvv
CONOCE-AQUI;"bueno
"
CONOCE-AQUI;"MUY BUENO
"
CONOCE-AQUI;ME GUSTARIA PODER RETROCEDER
CONOCE-AQUI;a1
CONOCE-AQUI;OK
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;Bien
CONOCE-AQUI;OK
CONOCE-AQUI;"super bien
"
CONOCE-AQUI;no se puede verificar la hoja resumen
CONOCE-AQUI;"nO ME DEJA PASAR A OTRO ASIENTO
"
CONOCE-AQUI;CONFORME
CONOCE-AQUI;OK
CONOCE-AQUI;bien
CONOCE-AQUI;NO SE PUEDE IMPRIMIR
CONOCE-AQUI;xxxxxxxx
CONOCE-AQUI;MMMMMM
CONOCE-AQUI;SI
CONOCE-AQUI;Bien
CONOCE-AQUI;":)
"
CONOCE-AQUI;"GOOD
"
CONOCE-AQUI;D
CONOCE-AQUI;D
VISOR-GRAFICO;MUY BUENO
VISOR-GRAFICO;BIEN
VISOR-GRAFICO;muy buena el software
VISOR-GRAFICO;MUY BUENA
VISOR-GRAFICO;NO SE VISUALIZAN LAS ACLLES Y NO PERMITE ENCONTRAR CON FACILIDAD LO QUE SE BUSCA
CONOCE-AQUI;MUchas gracias la plataforma es muy buena y muy informativa 
CONOCE-AQUI;H
CONOCE-AQUI;"BUENO
"
CONOCE-AQUI;SADA
CONOCE-AQUI;BUENASO
CONOCE-AQUI;ASCFS
CONOCE-AQUI;"BUENA
"
CONOCE-AQUI;J
CONOCE-AQUI;xxx
CONOCE-AQUI;No me permite ver la partida 
CONOCE-AQUI;"LKJNL
"
CONOCE-AQUI;si
CONOCE-AQUI;000
CONOCE-AQUI;excelente
CONOCE-AQUI;"falta nombre del dueño
"
CONOCE-AQUI;ok
CONOCE-AQUI;DEBERÍA PERMITIR IMPRIMIR 
CONOCE-AQUI;"PRACTICO Y SENCILLO
"
CONOCE-AQUI;GRACIAS
CONOCE-AQUI;Excelente
CONOCE-AQUI;sfsdafdas
CONOCE-AQUI;Hb
CONOCE-AQUI;"OK
"
CONOCE-AQUI;wce
CONOCE-AQUI;todo bien
CONOCE-AQUI;EXELENTE
CONOCE-AQUI;ok
CONOCE-AQUI;OK
CONOCE-AQUI;SERVICIO MUY BUENO  Y DE SUMA IMPORTANCIA
CONOCE-AQUI;np
CONOCE-AQUI;MUY BUENA
CONOCE-AQUI;Bb
CONOCE-AQUI;Excelente herramienta informativa
CONOCE-AQUI;ok
CONOCE-AQUI;EXCELENTE Y UTIL...
CONOCE-AQUI;jgu.
CONOCE-AQUI;Bien
CONOCE-AQUI;9ok
CONOCE-AQUI;,
CONOCE-AQUI;No m3 convenció 
CONOCE-AQUI;jkhgj
CONOCE-AQUI;QQW
CONOCE-AQUI;q
CONOCE-AQUI;OK
CONOCE-AQUI;deberían permitir la impresión de las partidas
CONOCE-AQUI;gracias
CONOCE-AQUI;OK
CONOCE-AQUI;DEBERIAN DEJAR IMPRIMIR SIN VALOR PARA EFECTOS LEGALES SOLO COMO UN DOCUMENTO INTERNO
CONOCE-AQUI;"GRACIAS
"
CONOCE-AQUI;"OK
"
CONOCE-AQUI;ESPECTACULAR
CONOCE-AQUI;ok
CONOCE-AQUI;exelente
CONOCE-AQUI;OK
CONOCE-AQUI;"OK
"
CONOCE-AQUI;V
CONOCE-AQUI;asdasd
CONOCE-AQUI;muchas encuestas
CONOCE-AQUI;OK
CONOCE-AQUI;OK
CONOCE-AQUI;ok
CONOCE-AQUI;,l
CONOCE-AQUI;Bueno
CONOCE-AQUI;Debe salir el metraje
CONOCE-AQUI;muy conforme
CONOCE-AQUI;Debe aparecer la propiedad sin tener que buscar
CONOCE-AQUI;"BIEN



"
CONOCE-AQUI;"DEBE EXISTIR BUSQUEDAS MULTIPLES.
"
CONOCE-AQUI;"OK
"
CONOCE-AQUI;OK
CONOCE-AQUI;"OK
"
CONOCE-AQUI;"OK
"
CONOCE-AQUI;dsdfklkld
CONOCE-AQUI;2
CONOCE-AQUI;.
CONOCE-AQUI;excelente servicio
CONOCE-AQUI;"ñ
"
CONOCE-AQUI;Excelente herramienta
CONOCE-AQUI;VDGFD
CONOCE-AQUI;6
CONOCE-AQUI;BIEN
CONOCE-AQUI;JHJH
CONOCE-AQUI;.
CONOCE-AQUI;15610165
CONOCE-AQUI;OK
CONOCE-AQUI;"nd
"
CONOCE-AQUI;ok
CONOCE-AQUI;.
CONOCE-AQUI;buen dia, excelente pagina
CONOCE-AQUI;deberian habilitar la opcion de imprimir los documentos
CONOCE-AQUI;"OK
"
CONOCE-AQUI;ASDASD
CONOCE-AQUI;muy buena plataforma
CONOCE-AQUI;"BIENNN
"
CONOCE-AQUI;0
CONOCE-AQUI;MUY bueno
CONOCE-AQUI;excelente
CONOCE-AQUI;excelente
CONOCE-AQUI;"BUENO
"
CONOCE-AQUI;ok
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;"EXCELENTE SERVICIO
"
CONOCE-AQUI;muy buen servicio
CONOCE-AQUI;ok
CONOCE-AQUI;Excelente
VISOR-GRAFICO;muy util
VISOR-GRAFICO;Necesitaba la BGR de la Partida P34001636 - Chiclayo y no esta graficada en la BGR
CONOCE-AQUI;MAS TIEMPO PARA VER LAS PARTIDAS
CONOCE-AQUI;J
CONOCE-AQUI;ok
CONOCE-AQUI;Muy bien
CONOCE-AQUI;podrían ocultar el buscador de dirección cuando ya se encontró la dirección por favor
CONOCE-AQUI;gjhgjkl
CONOCE-AQUI;poco tiempo
CONOCE-AQUI;VGV
CONOCE-AQUI;BIEN.
CONOCE-AQUI;excelente
CONOCE-AQUI;ljp
CONOCE-AQUI;falta para poder imprimir completo y hacemos consultas para inscripcion al RENAMYPE atte ulises gonzales 938462078
CONOCE-AQUI;BIEN
CONOCE-AQUI;me encanta
CONOCE-AQUI;TODO BIEN
CONOCE-AQUI;es bueno
CONOCE-AQUI;Ok
CONOCE-AQUI;SI
CONOCE-AQUI;.
CONOCE-AQUI;K
CONOCE-AQUI;.
CONOCE-AQUI;necesitamos un apersona que nos oriente para buscar lo que nec esitamos al menos para las personas de la 3era. edad
CONOCE-AQUI;deberia haber espacio para consultar otras partidas dentro del tiempo otorgado
CONOCE-AQUI;OK
CONOCE-AQUI;1
CONOCE-AQUI;OK
CONOCE-AQUI;Perfecta la página!¿¿
CONOCE-AQUI;"NO SE VE MUY CHUIQUITO
"
CONOCE-AQUI;V
CONOCE-AQUI;Bien
CONOCE-AQUI;OK
CONOCE-AQUI;SI OK 
CONOCE-AQUI;Todo ok
CONOCE-AQUI;OK
CONOCE-AQUI;bueno
CONOCE-AQUI;XD
CONOCE-AQUI;"BUEN SERVICIO
"
CONOCE-AQUI;c
CONOCE-AQUI;s
CONOCE-AQUI;-
CONOCE-AQUI;EXELENTE
CONOCE-AQUI;.
CONOCE-AQUI;ME ENCANTA
CONOCE-AQUI;e
CONOCE-AQUI;d
CONOCE-AQUI;MUY UTIL
CONOCE-AQUI;Cuándo se quiere buscar otra partida hay que iniciar desde el principio y volver a escribir los datos...
CONOCE-AQUI;SI
CONOCE-AQUI;Ok
CONOCE-AQUI;"OK
"
CONOCE-AQUI;Buena experiencia
CONOCE-AQUI;muy  buena
CONOCE-AQUI;"debe haber por lo menos 5 intentos de vistas
"
CONOCE-AQUI;ok
CONOCE-AQUI;DWD
CONOCE-AQUI;OK
CONOCE-AQUI;.
CONOCE-AQUI;AUMENTAR LA VISUALIZACIÓN A 5 VCES
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;OK
CONOCE-AQUI;MUY RAPIDO Y NOVEDOSO
CONOCE-AQUI;todo bien
CONOCE-AQUI;ninguno
CONOCE-AQUI;.
CONOCE-AQUI;F
CONOCE-AQUI;2030
CONOCE-AQUI;¡Gracias!
CONOCE-AQUI;OK
CONOCE-AQUI;Todo bien 
CONOCE-AQUI;ok
CONOCE-AQUI;BIEN
CONOCE-AQUI;BIEN
CONOCE-AQUI;Solo faltaria que se vea toda la hoja, solo se ve una parte muy corta.
CONOCE-AQUI;BUENO
CONOCE-AQUI;Bien
CONOCE-AQUI;XXXX
CONOCE-AQUI;deberian dejar imprimirlo como copia informativa 
CONOCE-AQUI;Muy util gracias
CONOCE-AQUI;OK
CONOCE-AQUI;SS
CONOCE-AQUI;PERMITIR INPRESION
CONOCE-AQUI;NINGUNA
CONOCE-AQUI;Perfecto 
CONOCE-AQUI;OK
CONOCE-AQUI;4
CONOCE-AQUI;sdfefufererui
CONOCE-AQUI;dd
CONOCE-AQUI;EXCELENTE
VISOR-GRAFICO;Fue de una gran ayuda
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;D
CONOCE-AQUI;GENIAL
CONOCE-AQUI;Excelente
CONOCE-AQUI;Seria bueno poder imprimir la partida
CONOCE-AQUI;Buena
CONOCE-AQUI;.
CONOCE-AQUI;MUY SATISFECHO CON LA INFORMACION 
CONOCE-AQUI;dd
CONOCE-AQUI;a
CONOCE-AQUI;RAPIDO
CONOCE-AQUI;ddsd
CONOCE-AQUI;4
CONOCE-AQUI;fino señores, porfavor que regrese la hoja resumen.
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;.
CONOCE-AQUI;.
CONOCE-AQUI;ok
CONOCE-AQUI;.
CONOCE-AQUI;LA VISUALIZACION DEBE SER COMPLETA Y NO SOLO EL ULTIMO ASIENTO
CONOCE-AQUI;NO SE PUDO VER LA COPIA LIETRAL
CONOCE-AQUI;buen servicio
CONOCE-AQUI;BIEN
CONOCE-AQUI;Y
CONOCE-AQUI;OK
CONOCE-AQUI;BUEN SERVICIO GRACIAS
CONOCE-AQUI;ATENCION EXCELENTE
CONOCE-AQUI;ok
CONOCE-AQUI;ok
CONOCE-AQUI;V
CONOCE-AQUI;No te deja descargar
CONOCE-AQUI;Muy facil de usar ,encontre rapido la informacion que busque.. felicitaciones
CONOCE-AQUI;nO PUEDO VISUALIZAR LA HOJA DE RESUMEN
CONOCE-AQUI;OK
CONOCE-AQUI;TODO EXCELENTE
CONOCE-AQUI;bien
CONOCE-AQUI;ok
CONOCE-AQUI;NIGNUNO
CONOCE-AQUI;ddd
CONOCE-AQUI;ok
CONOCE-AQUI;Más tiempo y opciones para revisar las partidas
CONOCE-AQUI;".
"
CONOCE-AQUI;Ok
CONOCE-AQUI;bien
CONOCE-AQUI;2
CONOCE-AQUI;g
CONOCE-AQUI;a
CONOCE-AQUI;Muy buena
CONOCE-AQUI;TODO BIEN
CONOCE-AQUI;OK
CONOCE-AQUI;MUY BIEN
CONOCE-AQUI;hh
CONOCE-AQUI;interactivo
CONOCE-AQUI;buen servicio
CONOCE-AQUI;BIEN
CONOCE-AQUI;no se pudo previsualizar
CONOCE-AQUI;"ok
"
CONOCE-AQUI;22222222222222222
CONOCE-AQUI;MUY BUENA
CONOCE-AQUI;bueno
CONOCE-AQUI;Rapidoy facil
CONOCE-AQUI;"excelte, gracias
"
CONOCE-AQUI;PODER REVISAR MAS DE UN PARTIDA ELECTRONICA
CONOCE-AQUI;s
CONOCE-AQUI;excelente
CONOCE-AQUI;OK
CONOCE-AQUI;Ampliar el recuadro donde se visualiza la partida y aumentar el tiempo
CONOCE-AQUI;  czxc
CONOCE-AQUI;BUENA AYUDA
CONOCE-AQUI;"EXCELENTE
"
CONOCE-AQUI;1
CONOCE-AQUI;"todo bien
"
CONOCE-AQUI;22
CONOCE-AQUI;"Bien
"
CONOCE-AQUI;Trabajo pertinente y adecuado
CONOCE-AQUI;WW
CONOCE-AQUI;Poder imprimir
CONOCE-AQUI;ok
CONOCE-AQUI;:3
CONOCE-AQUI;ESTA BIEN
CONOCE-AQUI;No
CONOCE-AQUI;perfecta
CONOCE-AQUI;.
CONOCE-AQUI;sdefsdfsdfzdcascasc
CONOCE-AQUI;DEWQ
CONOCE-AQUI;kk
CONOCE-AQUI;Ninguna.
CONOCE-AQUI;OK
CONOCE-AQUI;EXCELLENT
CONOCE-AQUI;k
CONOCE-AQUI;B
CONOCE-AQUI;A
CONOCE-AQUI;e
CONOCE-AQUI;".
"
CONOCE-AQUI;X
CONOCE-AQUI;.
CONOCE-AQUI;ok
CONOCE-AQUI;OK
CONOCE-AQUI;ok
VISOR-GRAFICO;En el celular el mapa le leyenda tapa el mapa
VISOR-GRAFICO;BUEN SERVICIO
VISOR-GRAFICO;bueno
CONOCE-AQUI;SW
CONOCE-AQUI;dgvgvg
CONOCE-AQUI;s
CONOCE-AQUI;J
CONOCE-AQUI;+ tiempo
CONOCE-AQUI;.
CONOCE-AQUI;EXCELENTE SERVICIO
CONOCE-AQUI;Bueno
CONOCE-AQUI;BUENA PLATAFORMA
CONOCE-AQUI;ok
CONOCE-AQUI;muy buen servicio
CONOCE-AQUI;ok
CONOCE-AQUI;OK
CONOCE-AQUI;por favor que la informacion sea imprimible
CONOCE-AQUI;TIEMPO RESTANTE DE SESION 2 HORAS
CONOCE-AQUI;BUENA 
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;BUEN APOYO
CONOCE-AQUI;QUE PERMITA BAJAR (Y QUE PONGAN MEDIO DE PAGO)
CONOCE-AQUI;DFAFD
CONOCE-AQUI;excelente
CONOCE-AQUI;bien
CONOCE-AQUI;123
CONOCE-AQUI;ok
CONOCE-AQUI;devoraron
CONOCE-AQUI;ok
CONOCE-AQUI;"excelente
"
CONOCE-AQUI;Sd
CONOCE-AQUI;"bueno
"
CONOCE-AQUI;k
CONOCE-AQUI;lo maximo
CONOCE-AQUI;DEBERIA PODER USARSE MAS 
CONOCE-AQUI;muy bueno
CONOCE-AQUI;OK
CONOCE-AQUI;Poco tiempo
CONOCE-AQUI;Bien
CONOCE-AQUI;OK
CONOCE-AQUI;ok
CONOCE-AQUI;QUE SE HABILITE EL MODO COPIAR
CONOCE-AQUI;INTERESANTE
CONOCE-AQUI;execelnte
CONOCE-AQUI;EXCELENTE SERVICIO
CONOCE-AQUI;c
CONOCE-AQUI;f
CONOCE-AQUI;bueno
CONOCE-AQUI;sfgwrg
CONOCE-AQUI;f
CONOCE-AQUI;.
CONOCE-AQUI;oK
CONOCE-AQUI;Ok
CONOCE-AQUI;NO CARGÓ
CONOCE-AQUI;Falta más publicidad para que usen la página 
CONOCE-AQUI;"OK}
"
CONOCE-AQUI;FGCVHKJ
CONOCE-AQUI;a
CONOCE-AQUI;.
CONOCE-AQUI;muy poco tiempo
CONOCE-AQUI;"excelente
"
CONOCE-AQUI;ok
CONOCE-AQUI;No se pudo visualizar
CONOCE-AQUI;"es muy util verificar las partidas para los tramites que tenemos y prevee problemas
"
CONOCE-AQUI;D
CONOCE-AQUI;Felicitaciones, CONTINUEN ASÍ
CONOCE-AQUI;TODO BIEN PERO ESO GRAFICOS DEBE SER OFIALES Y NO TENER QUE VOLVER APRESENTAR LOS PLANOS PARA CERTIFICADOS CATASTRALES    
CONOCE-AQUI;1
CONOCE-AQUI;"OK
"
CONOCE-AQUI;ok
CONOCE-AQUI;d
CONOCE-AQUI;OK
CONOCE-AQUI;SDG
CONOCE-AQUI;DF
CONOCE-AQUI;ascas
CONOCE-AQUI;1203
CONOCE-AQUI;ok
CONOCE-AQUI;ok
CONOCE-AQUI;"no deja ver 
"
CONOCE-AQUI;OK
CONOCE-AQUI;se deberia poder guardar
CONOCE-AQUI;bueno
VISOR-GRAFICO;"MUY BIEN
"
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;excelente
CONOCE-AQUI;si tubiera opion de guardar seria formidable
CONOCE-AQUI;.
CONOCE-AQUI;"OK
"
CONOCE-AQUI;Bzbkskdjx
CONOCE-AQUI;BIEN 
CONOCE-AQUI;deberia de dejar ver todos asientos 
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;ok
CONOCE-AQUI;eficiente
CONOCE-AQUI;Conforme
CONOCE-AQUI;EGWEGS
CONOCE-AQUI;"SE REQUIERE INFORMACION DEL LOTE 18
"
CONOCE-AQUI;bien
CONOCE-AQUI;GRACIAS
CONOCE-AQUI;bien
CONOCE-AQUI;1
CONOCE-AQUI;OK
CONOCE-AQUI;J
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;bien
CONOCE-AQUI;bUEN SERVICIO
CONOCE-AQUI;OK
CONOCE-AQUI;d
CONOCE-AQUI;,,,
CONOCE-AQUI;MAS TIEMPO
CONOCE-AQUI;jjj
CONOCE-AQUI;cool
CONOCE-AQUI;INteresante
CONOCE-AQUI;GRACIAS..
CONOCE-AQUI;S
CONOCE-AQUI;BUEN APOYOAL CIUDADANO
CONOCE-AQUI;OK
CONOCE-AQUI;ok
CONOCE-AQUI;facil acceso
CONOCE-AQUI;OK
CONOCE-AQUI;"OK
"
CONOCE-AQUI;NINGUNO
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;.
CONOCE-AQUI;xxxxxxxxxxxxxxxxxx
CONOCE-AQUI;Ok
CONOCE-AQUI;SOLO SE VE UNA PAGINA, ASÍ NO SE PUEDE ESTUDIAR LA PARTIDA,   DEBERÍA VISUALIZARSE LA PARTIDA INTEGRA.
CONOCE-AQUI;"no se puede retornar a seguir buscando
ademas deberian dejar realizar mas busquedas"
