COMENTARIO;frecuencia
no pedir fecha de emision de dni de la persona que solicita el servicio a veces no lo tiene a la mano;1
no pde encontrar;1
no pasa nda;1
no pasa nada por o deja descargar en pdf;1
no pasa nada no sale los predios que se busca;1
no pasa nada con este sistema;1
no parese la ubiccacion de la base grafica;1
no parece nada;1
no parece el nombre descrito;1
no p uedo ver mas paginas solo la ultima;1
no orientan lo hacen rapido y los numeros no coinciden;1
no opino;1
no opcion de retroceder sin cerrar sesion;1
no olbliguen hacer encuestas;1
no olbligar hacer encuestas;1
no permite descarga la copia literal;1
no permite cuadricular;1
no permite copiar el documento;1
no permite coonsultare;1
no permite contrastar los datos con la bgr;1
no permite consultar otra partida;1
no permite colocar la direccion exacta;1
no permite bajar el archivo;1
no permite baajar la informacion y la lectura se hace dificil al no mostrar la pagina completa;1
no permite avanzar entre paginas de un mismo asiento y no permite consultar una pagina especifica son 3 partidas por dia pero una vez conectado al sistema no deja retornar para buscar otra partida se tiene que salir para volver a buscar;1
no permite aumentar la vista;1
no permite ampliar el documento porque arriba ocupa mucho espacio los logos;1
no permite acceder desde una pc solo x el celular;1
no permite abrir la descripcion de la partida;1
no permite;1
no pemeite;1
no permite descargas;1
no permite descargarlo;1
no permite descargar resumen;1
no permite descargar los asientos;1
no permite descargar las hojas de resumen pdf intente con varios navegadores y varias versiones de sistemas operativos ninguna sirve;1
no permite descargar la informacion;1
no permite descargar imagenes informativas;1
no permite descargar imagen solo para alcance infromativo seria necesario;1
no permite descargar es una webada;1
no permite descargar en forma pdf para una mejor vsualizacion copia informativa;1
no permite descargar el documento se recomienda que vuelva la opcion;1
al momento de buscar por partida registral no me carga la informacion lo tengo que buscar con las coordenadas;1
no permite descargar el archivo;1
no permite descargar archivos;1
no permite descarga la ficha;1
al menos una alernativa de imprimir una hoja gratis no se puede tomar un pantallaso completo;1
no permite impirmir las hojas de consulta;1
no permite hacer una nueva busqueda sin antes salir de la sesion;1
no permite hacer mas busquedas sin volverse a loguear;1
no permite hacer la descarga deberian permitirlo y cobrar digitalmente;1
no permite hacer consultas consecutivas ya que te pide constantemente un codigo capcha;1
no permite guardar la informacion deberia permitirse;1
no permite guardar;1
no permite grabar en pdf;1
no permite grabar el documento;1
no permite generar un archivo;1
no permite extraer las hojas en buena calidad seria mejor que el documento se visualise en otra ventana con alta nitidez y calidad para ver y o imprimir;1
no permite explorar varios expedientes en un solo ingreso;1
no permite entrar no carga;1
no permite en pdf;1
no permite la impresion;1
no permite imprimir solo es una informacion referencial;1
no permite imprimir si te dan acceso;1
no permite imprimir pese a pagarse con tarjeta de credito;1
no permite imprimir para tenr una copia;1
no permite imprimir o verlo en completo;1
no permite imprimir o bajar a un pdf igual no tiene validez pero ayuda en momentos a tener inf;1
no permite imprimir la visualizacion de los asientos del titulo y por ende si quisiera una copia tengo que estar tomando captura por partes de dicho documento;1
no permite imprimir la partida vehicular;1
no permite imprimir la informacion no se puede descargar;1
no permite imprimir la informacion debe haber la opcion de impresion;1
no permite imprimir en pdf deberia existir una opcion;1
no permite imprimir en pdf;1
no permite imprimir en la opcion conoce aqui la copia literal deberia dejar;1
al menos para las entidades del estado el servicio no deberia tener tiempo de duracion gracias;1
no permite imprimir deberia hacerlo;1
no permite retroceder para realizar otra busqueda;1
no permite retroceder luego de seleccionar ver partida;1
no permite retornar para visualizar otra partida se tiene que ingresar nuevamente los datos;1
no permite retornar a la ventana anterior al ingresar a visualizar;1
no permite regresar tienes que salir;1
no permite regresar al menu anterior;1
no permite regresar;1
no permite realizar mas de una consulta por secion obliga a salir e iniciar nueva secion en 30 minutos facilmente se podria realizar varias consultas;1
no permite obtener captura de pantalla;1
no permite observar nada;1
no permite navegar a otros asientos;1
no permite mas de tres ingresos y eso no es recomendable;1
no permite manipular bien el documento;1
no permite leer los detalles de la partida y menos imprimir ni total ni parcialmente el contenido;1
no permite leer con comodidad porque te dejan un recuadro pequeno;1
no permite la impresion del documento;1
no permite ver los demas asientos y deberia poder ver el documento completo en una ventsna grande en lugar de ponerlo en una ventana pequena;1
no permite ver los asientos anteriores solo el ultimo;1
no permite ver la pagina completa en un pantallazo;1
no permite ver la hoja completa;1
no permite ver hoja completa;1
no permite ver ficha resumen;1
no permite ver el historial completo de la partida de forma sencilla;1
no permite ver el documento completo;1
no permite ver el contenido de todas las paginas aparece el asiento que no buscaba queria ver otro asiento para saber que numero era y poder imprimirlo a traves de la plataforma;1
no permite ver asientos anteriores a los cinco q aparecen en pantalla;1
al inicio dan mal las instrucciones indican se debe anteponer la p y no es asi solo se agrega el numero solo y no sale el detalle de a nombre de quien esta la partida que tb es necesario para corroborar la inf que se necesita y es motivo de la busqueda;1
no permite una vizualizacion tranquila muy pequena la pantalla;1
no permite una buena visualizacion de la informacion por el entorno para ser un visor;1
no permite revisar otra partida con el mismo dni;1
no permite revisar mas partidas sin salir de la aplicacion;1
no permite retrocer tengo que volver a salir para hacer otra consulta;1
no permite visualizar nada;1
no permite visualizar mas informacion;1
no permite visualizar los demas asientos de la ficha;1
no permite visualizar la siguiente busqueda se tiene que salir para iniciar otra busqueda horrible;1
no permite visualizar la partida;1
no permite visualizar la hoja completa de la partida lo cual toma tiempo y la pagina da un limite de tiempo para leer;1
no permite visualizar documentacion de la partida;1
no permite visualizar de manera legible la hoja completa si se hace mas pequeno para que salga la hoja completa no permite leer;1
al ingresar me salen errores y el sistema me solicita iniciar mas de una vez agotando mis ingresos diarios sin haber podido hacer uso del servicio;1
no permite ver todo los asientos de forma cronologica;1
no permite ver todo el documento;1
no permite ver todas las paginas me interesa ver la independizacion;1
no permite ver toda la partida registral;1
no permite ver nada;1
no permite ver mas paginas;1
no permite ver los demas documentos;1
no permitia ver;1
no permiten ver hoja de resumen;1
no permiten regresar;1
no permiten proyectar mi poligono en question;1
no permiten previsualizar toda la partida no se obtiene la informacion requerida;1
no permiten imprimir asientos;1
no permiten imprimir;1
no permiten descargar ni vizualizar varias partidas sin cerrar sesion;1
no permiten descargar la partida registral;1
no permite volver atras;1
no permite volver a la ventana principal para buscar otro archivo implementar un boton que permita retroceder sin necesidad de volver a iniciar sesion;1
no permite volver a la ventana principal para buscar otro archivo cada vez que tengo que buscar un nuevo registro se reinicia la sesion;1
no permite vizualizar la hoja resumen;1
no permite visualizar todos los asientos registrales de la partida;1
no permite visualizar todos los asientos;1
no permite visualizar toda la partida;1
no podra ser con opcion imprimir;1
no podia ingresar por mi mac;1
no podemos ingresar facil cuando tiene varias paginas el documento;1
no podemos imprimir los documentos;1
no podemos imprimir gracias;1
no podemos imprimir;1
no piuedo ver el asiento 1;1
no pidas confirmacion de codigo de celular muy lento;1
no pidan ingresar datos en cada consulta;1
no pidan encuenta;1
no pidan dni;1
no permitir imprimir la hoja;1
no permitir imprimir asientos eso no esta bien;1
no permitir descargar los historiales;1
no permitio mostrar la informacion;1
no permitio ingresar no hay servicio;1
no presenta el mapa solo 15 minutos de censura;1
no pregunten por favor no dejan trabajar;1
no pregunten esto cada vez q entramos;1
no practico;1
no pouedo visualizr nada en la pantalla;1
no posible imprimir o por lo menos nada claro para hacerlo;1
no por el momento todavia no lo hallo quiza mas adelante tenga sugerencias gracias;1
no pongan tiempo pordavor hay mucho por leer;1
no pongan tiempo limite;1
no pongan los datos tecnicos en excel como protegido poner libre eso ayudaria a los usuarios;1
no pongan ese pa ingresar;1
no pongan encuestas para 3 oportunidades que dan quitan tiempo;1
no pongan calificacion al final;1
no poner limite de tiempo cuando estas activo;1
no pone nombre;1
no podriamos descargar los archivos;1
no pude acceder al servicio;1
no pude acceder a visualizar;1
no pude acceder a una partida pese a que registraba que existia informacion;1
no pude acceder a la partida que solicite;1
no pude acceder a la busqueda;1
no pude acceder a la base grafica;1
no pude acceder;1
no pude acced;1
no pude abrir para visualizar solo habia un dato tecnico y un cuadro encima que no permitia ver;1
no pude abrir el visor grafico super lento;1
al hacer click a ver partida en el mapa no se ve algun cambio es decir no localiza la partida buscada;1
no pud visualizar;1
no pu;1
no pse puede visualizar graficos;1
no proporcionada datos del inmueble;1
no presentan todo el documento solo la ultima pajina;1
no pude encontrar con nuero de partida ni con coordenadas utm tube que buscarlo apoyado con google earth para ubicar la zona en el mapa;1
no pude encontrar al propietario del imueble;1
no pude descargar los documentos haber si dan mejores facilidades;1
no pude descargar la visualizacion;1
no pude descargar el documento habilitar la opcion seria una mejora muy comoda;1
no pude descargar el documento;1
no pude descargar el archivo consultado;1
no pude descargar desde mi computadora;1
no pude descargar;1
no pude decargar;1
no pude consultar;1
no pude completar;1
no pude capturar pantalla;1
no pude apreciar visualmente la ubicacion del predio;1
no pude ampliara la ubicaccion;1
no pude accexer facilmente;1
no pude encontrar para tener mas detalles sobre los cuadritos de coleres;1
no pude encontrar muy complicado;1
no pude encontrar los datos de mi predio igualmente lo solicite al correo mencionado;1
no pude encontrar lo que buscaba pero debe ser muy bueno;1
no pude encontrar lo que buscaba muy complicada;1
no pude encontrar lo que buscaba;1
no pude encontrar lo q busco;1
no pude encontrar lo q buscava;1
no pude encontrar la partida especifica del inmueble gracias;1
no pude encontrar la informacion;1
no pude encontrar la calle de mi interes no senala las calles para verificar si la busqueda es correcta o no;1
no pude encontrar el predio y el numero de partida;1
no pude encontrar el predio por numero de partida;1
no pude encontrar el metraje;1
